price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
2782354,4184,6,6,4,yes,yes,no,no,no,2,yes,furnished
1039016,1869,2,2,3,no,no,yes,no,yes,0,no,unfurnished
2036093,3227,5,4,4,yes,no,yes,no,no,3,no,furnished
3127820,4886,7,6,1,yes,yes,yes,yes,yes,3,yes,furnished
3068679,5277,7,6,4,no,yes,no,yes,yes,0,yes,unfurnished
706330,1255,1,2,1,no,no,no,yes,no,0,yes,semi-furnished
1393899,2368,3,2,1,yes,no,yes,yes,yes,1,no,unfurnished
3296844,5831,8,6,4,no,yes,yes,yes,no,2,yes,unfurnished
2456406,4229,5,5,3,no,no,no,no,yes,1,no,unfurnished
1521310,2681,3,3,4,no,yes,yes,no,yes,1,no,furnished
1214525,2417,2,2,1,no,yes,yes,yes,no,2,yes,furnished
2024585,3607,5,4,2,no,no,yes,no,yes,0,no,semi-furnished
2757008,4599,6,6,1,no,yes,no,yes,yes,2,no,semi-furnished
858575,1587,1,2,1,no,yes,no,yes,no,1,no,unfurnished
1161564,2408,2,1,4,no,yes,yes,no,no,3,yes,furnished
886296,1276,1,2,1,no,no,yes,no,no,1,yes,semi-furnished
1386054,2222,2,2,2,yes,yes,yes,no,no,2,yes,furnished
2013762,3988,4,4,3,yes,no,no,yes,no,1,no,unfurnished
3129692,5705,6,6,1,yes,yes,no,yes,yes,0,yes,furnished
1306654,1809,2,1,3,yes,no,no,no,yes,2,yes,unfurnished
1204752,2335,1,2,3,no,yes,yes,no,yes,2,yes,furnished
1488921,2244,3,4,3,yes,no,yes,yes,no,2,no,furnished
2009338,2996,4,4,2,no,yes,no,no,yes,1,yes,unfurnished
3104128,5193,7,6,1,yes,no,no,no,no,1,yes,semi-furnished
1916529,3482,4,5,3,yes,no,yes,no,no,0,no,furnished
2220513,3399,4,5,2,yes,no,yes,no,yes,1,no,semi-furnished
2065487,3297,4,5,2,yes,yes,yes,yes,no,1,no,furnished
2670380,5227,5,5,1,yes,yes,no,yes,yes,2,no,semi-furnished
2729866,4229,6,6,3,yes,yes,yes,yes,yes,0,no,unfurnished
2901160,5616,6,6,2,yes,yes,no,yes,no,1,no,unfurnished
1640081,3663,3,3,4,no,yes,yes,yes,yes,0,no,furnished
1909021,3983,3,4,2,yes,yes,yes,no,no,2,no,furnished
1990854,3916,3,4,4,no,no,yes,yes,no,3,yes,furnished
2742019,5006,6,6,1,no,yes,yes,no,no,3,no,semi-furnished
1371752,1963,2,2,1,yes,no,no,yes,yes,1,yes,semi-furnished
1907040,3249,4,3,2,no,yes,no,yes,no,2,yes,unfurnished
868028,1612,1,1,4,no,yes,no,yes,no,3,yes,furnished
3025980,5232,7,6,2,yes,yes,yes,no,no,2,no,semi-furnished
1093759,2080,1,1,2,yes,no,yes,no,no,3,yes,unfurnished
1433433,2548,2,3,4,no,no,no,yes,yes,1,no,unfurnished
2383050,5167,5,4,2,yes,yes,no,yes,yes,0,no,semi-furnished
704805,1001,1,1,2,yes,no,yes,no,no,0,yes,semi-furnished
2019884,3619,4,3,4,yes,no,no,yes,yes,2,no,unfurnished
2689188,4897,5,6,2,yes,yes,yes,no,no,3,no,semi-furnished
3076967,5311,7,6,2,no,no,no,yes,yes,2,yes,furnished
971214,796,1,2,1,yes,no,no,yes,no,2,yes,furnished
1518461,2248,3,3,3,yes,no,no,no,yes,0,no,semi-furnished
2927533,5260,7,6,2,yes,no,no,no,no,0,yes,semi-furnished
3052537,5738,7,6,3,no,no,yes,no,no,0,yes,unfurnished
1957690,3317,4,3,2,no,yes,no,no,yes,3,yes,unfurnished
1899159,3125,4,4,1,no,no,yes,no,yes,2,no,semi-furnished
2372570,4901,6,5,1,no,yes,yes,yes,no,0,no,unfurnished
1215526,2158,2,2,3,no,yes,yes,yes,yes,0,no,semi-furnished
2459623,4879,5,4,3,yes,yes,no,no,yes,0,no,furnished
1887403,3157,4,3,3,yes,yes,no,no,no,3,yes,semi-furnished
924379,1890,2,1,1,yes,yes,no,no,no,1,no,unfurnished
714643,2003,1,1,3,no,yes,yes,yes,no,0,yes,semi-furnished
639449,1305,1,1,2,no,no,no,no,yes,0,no,unfurnished
1122626,1361,2,2,1,no,no,no,no,yes,1,yes,unfurnished
2099335,3577,4,3,3,no,no,no,yes,yes,3,yes,semi-furnished
2038881,4378,4,4,3,yes,yes,no,yes,no,0,no,unfurnished
2623859,3883,5,5,2,yes,yes,no,no,yes,2,yes,unfurnished
2589179,4131,5,6,3,yes,yes,yes,no,yes,3,no,unfurnished
2050876,4247,4,4,4,yes,yes,no,no,no,0,yes,furnished
3037254,5357,7,6,2,yes,no,no,no,no,1,yes,unfurnished
1846689,3055,4,5,3,no,no,yes,yes,no,1,no,furnished
2447626,5096,5,4,3,yes,no,yes,yes,no,3,no,unfurnished
2012300,3926,4,4,2,yes,no,yes,yes,no,2,no,furnished
992054,1628,1,1,1,yes,yes,no,no,yes,0,yes,unfurnished
2781651,4335,6,6,4,yes,no,no,no,no,2,yes,furnished
2765980,5552,5,6,4,yes,no,no,no,yes,0,no,unfurnished
1259288,1527,2,2,1,yes,no,no,yes,yes,1,no,unfurnished
1175534,1239,2,3,3,yes,no,yes,no,no,3,no,semi-furnished
1496000,3013,3,2,1,no,no,yes,no,yes,0,no,unfurnished
721863,823,1,1,1,yes,yes,no,no,yes,2,no,semi-furnished
1071014,1513,2,1,2,no,no,yes,no,yes,3,yes,unfurnished
1615948,3408,3,2,2,no,no,no,yes,no,1,yes,unfurnished
1942278,3426,3,4,3,yes,yes,yes,no,no,3,no,semi-furnished
2621022,4962,5,5,4,no,no,yes,no,yes,2,no,semi-furnished
1990416,3186,4,5,1,yes,no,no,no,no,2,no,furnished
3165935,5960,8,6,4,yes,yes,no,yes,no,0,yes,furnished
1926611,3968,3,4,1,no,no,yes,no,no,1,yes,furnished
901843,1353,1,2,2,yes,yes,yes,yes,no,1,yes,unfurnished
1427854,2675,3,3,1,no,no,no,no,no,1,yes,semi-furnished
2225226,3735,4,4,1,no,no,yes,no,yes,3,yes,unfurnished
1470095,2061,3,3,1,yes,no,yes,yes,no,2,yes,furnished
1011422,1176,2,3,3,no,yes,no,yes,yes,0,no,semi-furnished
2244865,3301,4,5,1,no,no,no,no,yes,1,yes,semi-furnished
2339311,4549,4,5,3,no,no,no,yes,yes,2,no,furnished
1567746,2975,4,3,2,yes,no,yes,no,no,0,no,semi-furnished
3302642,5783,7,6,2,yes,yes,yes,yes,yes,3,no,furnished
2932090,5870,7,6,4,yes,yes,no,yes,no,0,no,furnished
3624182,5956,8,6,4,yes,yes,yes,yes,yes,3,yes,semi-furnished
1052266,975,1,2,2,yes,yes,yes,no,yes,3,yes,unfurnished
955766,1471,1,1,2,yes,yes,no,no,no,2,yes,unfurnished
2726833,5071,5,5,2,yes,yes,no,yes,yes,2,yes,semi-furnished
2124560,3630,5,4,4,yes,yes,yes,yes,no,1,yes,semi-furnished
655434,652,1,1,1,no,no,no,yes,yes,1,no,unfurnished
1787271,3975,3,2,1,yes,no,yes,no,no,3,yes,unfurnished
890076,2172,1,2,1,no,yes,no,yes,no,0,yes,furnished
2549175,4486,5,4,2,yes,yes,no,no,yes,3,no,semi-furnished
2172767,4312,4,3,1,yes,yes,yes,no,yes,0,yes,unfurnished
3165296,5455,7,6,4,yes,no,yes,yes,no,1,yes,furnished
1865493,3979,3,3,2,yes,no,no,yes,no,1,yes,unfurnished
1411898,2058,2,2,2,no,yes,no,no,yes,2,yes,furnished
2874679,5258,5,5,2,yes,no,no,no,yes,2,yes,semi-furnished
1622922,1884,3,4,2,yes,yes,no,no,yes,3,no,semi-furnished
2732638,4107,6,5,2,no,no,yes,yes,yes,3,yes,furnished
2343233,4730,4,4,4,no,yes,no,no,yes,0,yes,unfurnished
1687978,3931,3,2,3,no,yes,yes,yes,no,2,yes,unfurnished
3085002,5272,7,6,1,no,no,yes,no,yes,2,no,unfurnished
587980,611,1,1,4,no,yes,no,no,no,1,yes,unfurnished
944765,1049,2,3,3,yes,yes,no,no,no,0,no,semi-furnished
3653081,5909,8,6,1,yes,yes,no,yes,yes,3,yes,unfurnished
1431732,2446,3,3,3,no,no,yes,yes,no,2,no,semi-furnished
2351394,4914,5,5,3,no,no,yes,yes,no,0,yes,semi-furnished
1332352,2962,2,1,2,no,yes,yes,no,yes,1,yes,semi-furnished
2612515,5035,5,5,3,no,no,yes,no,yes,0,yes,furnished
2896739,5881,7,6,3,no,no,no,no,no,1,no,furnished
1612590,2457,3,3,3,yes,yes,no,no,no,1,yes,unfurnished
1145387,2936,2,1,2,yes,yes,yes,yes,no,1,no,semi-furnished
776513,2111,1,2,1,no,no,yes,no,no,1,no,furnished
1939340,3914,4,3,4,no,yes,yes,no,no,3,no,unfurnished
1460004,1804,3,4,4,no,yes,no,yes,yes,0,no,furnished
3080352,5658,6,6,3,yes,no,yes,yes,yes,2,yes,furnished
2909485,5010,6,6,1,no,yes,no,no,yes,2,no,furnished
2599342,4103,5,5,3,yes,no,no,no,no,3,yes,furnished
2682510,4239,6,6,4,no,yes,no,no,yes,0,yes,furnished
2768981,4488,6,6,1,no,yes,yes,no,no,3,yes,unfurnished
2419308,5252,5,4,2,no,no,no,yes,no,2,no,unfurnished
2180225,4396,4,3,1,yes,no,no,no,yes,2,no,furnished
2838567,5882,6,5,1,no,no,yes,no,no,3,no,unfurnished
2645339,4499,6,5,3,yes,no,yes,yes,yes,2,no,unfurnished
1545667,3527,3,2,3,no,no,no,yes,no,2,yes,unfurnished
2487301,5744,6,5,2,no,no,no,no,no,0,no,furnished
1447743,1721,3,3,3,no,no,no,yes,yes,1,yes,unfurnished
1497417,2143,3,4,1,no,no,yes,yes,yes,0,no,semi-furnished
1881995,3570,3,3,3,yes,no,yes,yes,yes,1,yes,unfurnished
1382712,3118,2,1,2,yes,no,yes,yes,yes,3,no,furnished
1009391,1483,1,2,1,no,yes,no,yes,yes,2,yes,furnished
2807309,5529,5,6,2,yes,no,yes,yes,yes,2,no,semi-furnished
2887314,4701,6,6,2,yes,yes,yes,yes,yes,2,yes,unfurnished
899610,1408,1,2,4,no,yes,no,yes,yes,2,no,semi-furnished
2541728,4812,5,5,1,no,yes,no,yes,yes,3,no,unfurnished
2915900,5164,7,6,1,no,no,yes,no,no,3,no,unfurnished
1769882,2450,4,4,3,no,yes,yes,no,no,1,yes,unfurnished
955169,1461,1,1,1,yes,yes,no,no,yes,1,yes,semi-furnished
1812055,3374,3,4,4,yes,yes,no,no,no,2,no,semi-furnished
2982103,5541,6,6,3,yes,no,yes,yes,no,3,no,furnished
1009404,1702,1,1,1,yes,no,yes,yes,no,2,yes,semi-furnished
2720193,5705,6,5,4,no,yes,no,no,no,2,no,unfurnished
670285,744,1,1,1,no,no,no,no,no,3,yes,furnished
3095753,5160,7,6,2,no,no,yes,no,no,3,yes,unfurnished
2728577,4618,6,6,4,no,yes,yes,no,no,3,no,unfurnished
1783539,3489,4,4,1,yes,yes,yes,no,no,0,no,semi-furnished
2426430,4107,5,5,4,no,yes,yes,yes,yes,2,yes,unfurnished
1479901,3097,2,2,2,yes,no,yes,no,no,3,no,furnished
2500675,4447,6,5,3,no,no,no,yes,no,0,yes,semi-furnished
2608748,4718,6,6,2,no,no,no,yes,no,0,yes,semi-furnished
673001,989,1,2,4,yes,yes,yes,no,no,0,no,semi-furnished
1785200,3445,3,4,3,no,no,no,yes,no,3,no,unfurnished
2736637,4312,6,6,2,yes,yes,no,yes,no,2,no,unfurnished
2935653,5734,6,6,2,no,no,yes,yes,yes,2,no,semi-furnished
1032171,1127,2,1,4,no,no,yes,no,yes,3,yes,furnished
966724,2172,1,1,3,no,no,no,no,yes,1,yes,semi-furnished
827534,838,1,1,2,yes,no,yes,yes,yes,2,no,furnished
2376270,3577,5,6,1,no,yes,yes,yes,yes,2,no,furnished
2634310,5513,5,5,3,no,yes,no,yes,yes,0,yes,furnished
2363987,4200,5,5,1,no,no,yes,no,no,3,yes,semi-furnished
2210636,3573,4,5,3,no,yes,yes,yes,yes,2,no,semi-furnished
2120927,3572,5,4,2,no,no,yes,no,no,2,yes,furnished
976198,2323,1,1,3,no,yes,no,yes,no,3,no,semi-furnished
2028989,4060,4,3,3,yes,no,no,no,no,0,yes,unfurnished
1424332,2105,3,3,2,yes,no,yes,no,no,0,yes,furnished
3114856,4830,7,6,2,no,no,no,no,yes,2,yes,unfurnished
1817355,3283,4,3,1,no,no,yes,no,no,1,yes,furnished
3294614,5901,8,6,2,yes,no,yes,no,yes,0,no,unfurnished
2652087,5518,6,5,1,no,yes,yes,yes,no,3,no,furnished
1005040,2264,1,1,3,no,no,yes,no,yes,1,no,unfurnished
1429984,2151,2,1,4,yes,yes,no,no,yes,3,yes,semi-furnished
3238911,5902,7,6,1,no,yes,no,no,yes,3,no,unfurnished
1208082,2699,2,1,1,yes,no,yes,no,no,0,yes,semi-furnished
2914385,5676,7,6,4,no,yes,yes,yes,no,1,no,semi-furnished
1018437,1680,1,1,4,yes,no,yes,no,yes,1,no,semi-furnished
2111878,3553,4,4,3,no,no,no,yes,no,3,yes,unfurnished
3351763,5815,7,6,2,yes,yes,yes,yes,yes,3,no,furnished
2385491,4426,5,4,4,yes,no,no,no,no,3,yes,unfurnished
950301,1612,2,1,2,no,yes,yes,no,yes,0,yes,semi-furnished
1611191,2616,3,4,1,no,yes,no,yes,no,2,yes,semi-furnished
862977,836,1,1,4,no,no,yes,no,yes,3,no,unfurnished
2173824,5262,5,4,1,no,no,yes,yes,no,0,no,semi-furnished
1500552,2566,3,2,1,yes,yes,no,no,no,1,yes,semi-furnished
2535760,4141,6,6,2,no,yes,no,yes,no,3,no,semi-furnished
2867746,5212,7,6,1,no,no,yes,no,no,0,yes,unfurnished
2280416,4397,6,5,2,no,yes,no,no,no,0,no,semi-furnished
1231048,1646,3,3,2,no,no,yes,yes,yes,0,no,semi-furnished
2886091,4406,6,6,3,no,no,yes,yes,yes,3,yes,furnished
585105,970,1,1,3,no,no,no,no,no,1,yes,furnished
2963714,5548,6,6,1,no,yes,yes,no,yes,0,yes,unfurnished
2726437,4369,6,6,4,no,no,no,no,yes,1,yes,furnished
1211763,1516,1,2,2,yes,yes,no,yes,yes,3,yes,furnished
2189117,4396,4,4,4,yes,yes,yes,yes,no,3,no,furnished
2644140,5394,5,4,3,no,yes,no,yes,yes,3,no,semi-furnished
2956185,5340,7,6,3,yes,no,no,no,no,1,yes,unfurnished
2514615,4057,6,6,1,no,no,no,yes,no,2,no,unfurnished
685511,770,1,1,2,no,no,no,yes,yes,2,no,furnished
2305753,3797,4,5,3,no,yes,yes,no,yes,3,yes,furnished
1436769,1880,3,3,1,no,no,no,yes,yes,0,yes,semi-furnished
2293065,3524,5,4,2,yes,yes,no,no,yes,1,yes,unfurnished
2552878,4584,5,5,3,yes,no,yes,yes,yes,3,no,furnished
3143921,5601,8,6,1,yes,yes,yes,yes,no,1,no,unfurnished
2575646,4744,5,6,1,yes,no,no,yes,yes,1,no,semi-furnished
1747068,2609,3,3,3,yes,yes,no,no,no,2,yes,furnished
2341447,4938,6,5,2,no,no,no,no,no,0,no,furnished
2638996,4838,5,4,3,no,no,yes,no,yes,3,yes,unfurnished
1130492,1836,3,2,3,no,no,no,no,no,0,no,unfurnished
1695424,1803,3,3,4,yes,no,no,no,yes,2,yes,furnished
2062740,3340,4,5,2,no,yes,yes,no,no,1,yes,furnished
2849867,5453,6,5,3,no,yes,yes,no,no,2,yes,furnished
3162589,5932,6,6,3,yes,no,no,yes,yes,2,no,semi-furnished
3229112,5292,7,6,4,yes,yes,no,yes,no,3,yes,furnished
2613084,4087,5,4,1,yes,no,yes,no,yes,3,yes,semi-furnished
2856568,4911,6,6,4,no,no,no,no,no,3,yes,furnished
1222198,1641,2,3,4,yes,yes,yes,no,no,0,yes,unfurnished
1121122,1572,2,2,1,yes,no,no,yes,yes,0,no,semi-furnished
1829017,3084,3,3,1,yes,yes,no,yes,no,2,yes,furnished
2113298,4604,4,3,3,yes,yes,no,no,no,3,no,semi-furnished
2584630,5561,5,4,4,no,no,yes,no,yes,3,no,furnished
2070049,3377,5,4,4,no,yes,yes,yes,no,0,yes,furnished
3181813,5038,7,6,2,no,yes,yes,yes,yes,2,yes,furnished
2688766,5347,6,5,3,no,yes,no,yes,no,3,yes,semi-furnished
2749815,4924,6,6,3,yes,yes,yes,yes,no,1,yes,semi-furnished
1259236,1863,2,2,2,yes,no,yes,yes,yes,2,no,furnished
1205294,1767,2,2,3,no,yes,yes,yes,yes,1,no,unfurnished
2717839,4732,5,4,3,yes,no,no,no,yes,3,yes,semi-furnished
1260379,2514,2,2,1,yes,yes,no,no,no,0,yes,furnished
2381262,5027,5,4,4,no,yes,yes,no,no,1,yes,furnished
1794466,2838,4,4,4,no,yes,no,yes,yes,0,no,furnished
952871,1607,1,2,3,no,yes,no,no,no,3,no,furnished
1657611,3234,4,3,4,no,yes,yes,yes,no,0,yes,unfurnished
2294750,3984,5,6,4,no,yes,yes,yes,no,0,no,semi-furnished
1770945,3532,4,3,1,yes,no,no,yes,no,0,yes,unfurnished
2146138,2903,4,5,3,yes,yes,no,yes,yes,3,no,furnished
2825455,4637,6,6,2,yes,yes,no,yes,no,3,yes,unfurnished
2989848,5234,7,6,2,yes,yes,yes,yes,no,1,no,furnished
663927,789,1,2,3,no,yes,no,yes,no,3,no,semi-furnished
2794823,4845,6,6,3,yes,yes,yes,no,no,3,no,furnished
1081394,2194,2,1,1,yes,no,yes,yes,yes,1,no,semi-furnished
3133524,5728,8,6,1,no,no,yes,no,no,1,yes,semi-furnished
1839311,3391,3,3,2,yes,no,yes,no,yes,0,yes,furnished
1714505,3166,4,3,2,yes,no,yes,no,no,0,yes,unfurnished
2644805,5181,5,5,4,no,yes,no,yes,yes,3,no,semi-furnished
3449387,5680,8,6,3,yes,no,no,yes,yes,0,yes,unfurnished
759092,1153,2,1,2,no,no,no,no,no,1,yes,furnished
613786,1095,1,1,4,no,no,yes,yes,no,2,no,semi-furnished
782639,666,1,2,2,yes,yes,yes,no,no,1,yes,unfurnished
767892,1160,1,1,4,no,no,no,no,no,2,yes,furnished
888643,945,1,1,1,yes,yes,no,yes,yes,3,no,unfurnished
1166030,2281,2,1,1,no,yes,yes,no,yes,0,yes,semi-furnished
1732998,2192,3,4,3,yes,yes,yes,yes,no,1,yes,semi-furnished
1230837,2027,2,3,2,yes,yes,yes,yes,no,0,yes,unfurnished
2330089,3704,5,4,3,yes,no,no,yes,no,2,yes,unfurnished
2510141,4153,6,5,1,yes,yes,yes,yes,no,2,no,unfurnished
3019093,5811,6,5,2,no,yes,no,yes,yes,2,yes,unfurnished
2213264,4605,4,5,1,no,yes,yes,no,no,3,no,furnished
2517670,3662,5,6,4,no,no,no,no,yes,1,yes,furnished
1290945,2520,3,2,3,no,no,yes,no,no,0,yes,furnished
2679721,4241,6,6,2,yes,no,no,no,no,3,no,semi-furnished
2318706,4675,5,5,4,yes,yes,no,yes,no,0,no,furnished
2840309,4710,6,6,1,no,yes,yes,yes,yes,2,yes,unfurnished
1924004,3334,3,4,3,no,no,no,yes,yes,2,yes,semi-furnished
1984240,3439,4,4,1,no,yes,no,yes,yes,1,no,furnished
3081397,5408,7,6,4,no,yes,no,yes,no,3,yes,semi-furnished
2662919,5174,5,5,2,yes,no,yes,no,no,2,yes,semi-furnished
2426251,3904,5,6,3,no,yes,yes,yes,yes,2,no,semi-furnished
1911345,3800,3,4,4,yes,no,yes,no,no,2,yes,furnished
2499531,5129,5,4,4,yes,yes,yes,yes,no,2,yes,furnished
2484952,4895,5,5,1,no,yes,yes,no,no,3,yes,furnished
2777178,4994,6,6,1,no,yes,yes,yes,no,3,no,furnished
3104537,5311,6,6,2,no,no,yes,yes,yes,3,yes,semi-furnished
1838514,2622,4,4,4,no,no,yes,yes,no,3,no,unfurnished
1845539,3036,3,4,2,no,yes,yes,no,no,3,yes,unfurnished
1088477,1382,1,2,1,yes,yes,no,no,yes,1,no,semi-furnished
2704740,5128,5,5,1,yes,no,no,no,yes,2,yes,unfurnished
1849543,4386,4,3,4,no,no,no,yes,no,0,yes,semi-furnished
1412415,1718,2,3,4,no,no,yes,yes,yes,3,yes,semi-furnished
1007411,1921,1,1,1,yes,no,yes,no,yes,0,yes,unfurnished
1155085,1857,2,2,2,yes,yes,yes,no,yes,0,no,unfurnished
2186864,4237,4,5,1,yes,no,yes,yes,no,1,yes,furnished
2194068,4054,4,3,3,yes,yes,yes,yes,yes,1,yes,semi-furnished
991528,1482,1,1,2,yes,no,no,yes,yes,1,yes,semi-furnished
997514,2022,1,1,3,yes,no,yes,no,yes,0,no,unfurnished
1746987,3622,3,2,2,no,no,no,yes,yes,2,yes,unfurnished
3431603,5768,8,6,2,no,yes,no,no,yes,2,yes,unfurnished
2502327,4277,5,6,2,yes,yes,yes,yes,no,1,no,furnished
805135,1250,1,1,3,no,no,yes,yes,no,1,yes,furnished
3071938,5499,6,6,3,yes,no,no,yes,no,2,yes,furnished
1657924,3313,4,3,2,yes,yes,yes,no,no,1,no,unfurnished
976238,1129,1,1,2,yes,yes,yes,yes,yes,1,yes,furnished
808003,1240,1,2,4,no,yes,yes,yes,no,1,yes,semi-furnished
2913664,5322,6,6,2,no,no,yes,no,no,3,yes,semi-furnished
2541983,4062,6,6,4,yes,no,yes,no,no,0,no,unfurnished
1472045,1851,3,4,2,no,no,no,no,no,2,no,unfurnished
2103071,4539,4,4,2,no,yes,yes,yes,yes,0,no,semi-furnished
2409350,4006,5,6,3,no,no,no,yes,no,0,yes,semi-furnished
962632,1930,1,1,3,no,no,no,yes,no,3,yes,furnished
799360,882,1,2,1,yes,no,no,yes,no,1,yes,furnished
1233305,1356,2,3,4,no,yes,yes,no,yes,3,no,unfurnished
2521105,4701,6,6,4,no,no,yes,yes,no,1,no,unfurnished
2470386,3860,5,5,1,yes,no,yes,yes,yes,3,no,unfurnished
1959124,4130,4,3,3,yes,yes,yes,no,yes,0,no,unfurnished
1044067,2120,1,1,2,yes,no,no,no,yes,1,yes,semi-furnished
1614671,3694,3,3,1,no,yes,yes,no,no,0,yes,furnished
867052,659,1,2,1,yes,yes,yes,no,no,3,no,semi-furnished
2067500,4118,5,5,3,no,yes,no,no,no,0,no,semi-furnished
982379,625,1,2,4,yes,yes,yes,no,yes,2,no,unfurnished
3015932,5997,7,6,4,yes,yes,no,yes,no,0,no,unfurnished
1933478,2513,4,4,4,yes,no,no,no,yes,3,no,unfurnished
1475357,1772,3,4,1,yes,no,yes,no,no,1,no,furnished
2458714,5029,5,4,2,yes,yes,yes,no,yes,1,no,semi-furnished
1822874,2405,4,4,4,yes,yes,no,yes,no,1,yes,unfurnished
2477207,3688,5,6,4,no,yes,yes,no,yes,2,yes,furnished
2284340,3387,5,6,2,yes,no,yes,no,no,0,no,furnished
2738404,4987,5,5,4,no,no,yes,yes,yes,3,yes,unfurnished
1345535,3188,2,2,2,no,no,yes,no,yes,0,no,semi-furnished
1425190,1611,2,3,4,yes,no,no,no,yes,2,yes,unfurnished
1950479,2443,4,5,1,yes,no,no,no,yes,0,no,semi-furnished
2523242,4478,5,5,4,yes,no,no,yes,no,0,yes,semi-furnished
2660903,5354,5,6,3,no,yes,yes,no,no,2,yes,furnished
1539574,2202,3,4,1,no,yes,yes,no,no,1,yes,furnished
2090558,4481,4,3,1,no,no,yes,no,yes,0,yes,furnished
2429817,4602,5,6,2,no,yes,no,no,no,3,no,furnished
968877,1555,1,1,4,yes,yes,no,no,yes,1,no,semi-furnished
2407978,4152,5,6,2,yes,no,yes,yes,no,0,no,unfurnished
2749821,4942,6,5,1,yes,yes,yes,yes,yes,3,no,furnished
1332884,1655,3,2,2,yes,no,yes,yes,yes,2,no,unfurnished
2574005,4065,6,5,2,no,yes,no,no,yes,3,no,unfurnished
3056881,5565,7,6,2,yes,yes,yes,yes,yes,1,no,furnished
2858573,5532,7,6,3,no,yes,no,yes,no,2,no,unfurnished
1830171,3877,4,3,3,no,yes,yes,yes,no,1,no,unfurnished
3123891,5906,8,6,2,no,yes,no,no,no,0,yes,furnished
1323334,1620,3,2,4,yes,no,yes,no,no,2,yes,furnished
703862,680,1,1,2,no,yes,yes,yes,no,3,yes,unfurnished
2849344,5287,6,6,3,yes,yes,yes,no,no,1,no,unfurnished
3080682,4955,7,6,4,no,yes,no,yes,yes,1,yes,semi-furnished
1387388,2790,2,3,3,yes,no,no,yes,no,2,no,unfurnished
1705972,2859,3,4,2,no,yes,no,no,no,0,yes,furnished
1116887,2566,2,1,1,yes,no,no,yes,no,1,no,semi-furnished
3000591,4961,7,6,4,yes,yes,yes,no,no,1,yes,unfurnished
1435777,1980,3,4,2,yes,yes,no,yes,no,0,no,semi-furnished
929865,1996,2,1,3,yes,yes,no,no,no,2,no,furnished
3399279,5770,8,6,2,no,yes,no,no,yes,2,yes,unfurnished
1971366,3291,4,4,1,yes,no,yes,no,no,0,yes,semi-furnished
1212880,2218,1,2,2,no,yes,no,yes,yes,2,yes,semi-furnished
2155725,3666,4,4,4,yes,no,yes,no,no,1,yes,semi-furnished
2264725,4155,4,4,2,yes,yes,no,yes,yes,3,no,unfurnished
961333,858,1,2,2,no,no,yes,no,no,3,yes,semi-furnished
2421077,3875,5,6,4,yes,yes,yes,yes,yes,1,no,unfurnished
1366125,2537,2,3,3,no,yes,no,no,no,2,no,furnished
2164568,4113,4,5,2,yes,yes,no,yes,no,1,no,furnished
1440298,1444,2,3,2,yes,yes,yes,yes,yes,3,yes,semi-furnished
1075153,1797,2,1,2,yes,yes,no,no,no,1,yes,semi-furnished
2274095,4525,4,5,4,yes,no,yes,no,no,2,no,unfurnished
1621136,2623,3,2,2,yes,yes,yes,no,yes,2,no,semi-furnished
891142,1425,1,1,3,no,no,no,no,yes,0,yes,unfurnished
1075095,1667,2,2,3,no,yes,no,yes,no,0,yes,furnished
2515268,5530,5,4,2,yes,no,yes,yes,no,2,no,furnished
681008,1858,1,1,2,no,no,no,no,no,0,no,furnished
2769960,4032,6,6,1,yes,no,yes,no,yes,0,yes,unfurnished
2728843,4655,6,6,1,yes,no,no,no,no,2,yes,furnished
1262501,1910,3,2,1,no,no,no,yes,no,2,yes,furnished
905280,973,2,1,3,yes,yes,no,yes,no,0,yes,furnished
934191,1551,1,2,3,no,no,yes,no,yes,3,no,semi-furnished
3067139,5727,6,6,2,no,yes,no,yes,yes,3,no,unfurnished
3060315,5550,7,6,4,yes,no,no,yes,no,1,no,furnished
2476306,4154,5,4,4,yes,no,yes,no,yes,1,yes,unfurnished
1515636,2077,3,3,1,no,yes,yes,no,yes,0,yes,furnished
1723172,2609,3,4,4,yes,yes,yes,yes,no,3,yes,furnished
2780493,5879,6,5,2,yes,no,yes,yes,yes,0,no,unfurnished
1227674,2257,1,1,4,yes,no,no,no,yes,1,yes,unfurnished
2231182,2791,4,5,1,yes,yes,yes,no,yes,3,yes,furnished
492151,796,1,1,4,yes,no,no,yes,no,0,no,furnished
1411382,2439,2,2,3,yes,no,yes,no,yes,0,yes,furnished
2633568,4945,6,6,2,no,yes,no,no,no,0,no,semi-furnished
2327558,3623,4,5,1,yes,yes,yes,no,yes,3,no,unfurnished
830886,1151,1,2,4,no,yes,yes,no,yes,1,no,semi-furnished
2427204,4648,5,5,4,no,yes,yes,no,no,3,no,unfurnished
1653674,2485,3,2,4,yes,yes,yes,no,yes,1,yes,semi-furnished
1822003,4482,4,3,1,no,no,yes,no,no,1,no,furnished
1396809,2439,2,3,2,yes,yes,no,yes,no,2,yes,unfurnished
2834727,5364,5,5,2,yes,yes,no,yes,yes,1,yes,furnished
2031147,4011,4,3,4,yes,no,no,no,no,3,yes,semi-furnished
1059422,1877,1,2,1,yes,yes,yes,no,no,3,no,unfurnished
